Participant Private ID,UTC Date and Time,Experiment Version,Participant Device,Participant Browser,randomiser-evbs,attention_start,attention_start object-14 Quantised,consent1,consent2,consent3,consent4,recontact,recontact object-19 Quantised,age_month,age_year,gender,gender_other,worksit,worksit_other,education,education_other,ideology,partisanship,partisanship_other,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,crt1,crt2,crt3,o_immigration,o_climate,o_punishment,o_teaculture,o_brain,attention_check,o_discrimination,o_cats,o_selfenhancement,o_adoption,o_gender,dog01,dog02,dog03,dog04,dog05,dog06,dog07,dog08,dog09,dog10,dog11,attention_end,age_corrected
11695777,12/09/2024 14:02:54,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,4,28,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,10,10,5,2,65,8,10,39,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Yes,28
11695804,12/09/2024 14:07:04,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,36,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Reform UK,,34,6,55,54,86,8,50,20,Strongly agree,Strongly agree,Neutral,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Neutral,Agree,Neutral,Disagree,Yes,36
11695836,12/09/2024 14:11:43,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,21,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Liberal Democrat,,50,73,75,55,42,8,50,39,Neutral,Neutral,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,21
11695967,12/09/2024 14:24:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,28,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,54,28,45,37,26,4,10,39,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Yes,28
11696035,12/09/2024 14:33:58,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,30,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely right,Labour,,0,100,0,0,0,4,10,39,Disagree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Yes,30
11696058,12/09/2024 14:38:05,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,5,38,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,72,10,10,29,56,8,10,20,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Yes,38
11696105,12/09/2024 14:45:22,38,Desktop or Laptop,Chrome 127.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,5,33,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,52,50,29,47,71,8,10,39,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,33
11696190,12/09/2024 14:53:47,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,36,female,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,89,3,68,52,63,4,10,39,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Agree,Disagree,Disagree,Yes,36
11696225,12/09/2024 14:58:07,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,38,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Labour,,46,53,26,23,17,4,10,39,Neutral,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,38
11696361,12/09/2024 15:12:24,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,37,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,57,2,1,6,49,8,1,4,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Yes,37
11696487,12/09/2024 15:31:00,38,Desktop or Laptop,Safari 16.6.1,Start P,Yes,1,1,1,1,1,Yes,1,6,22,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,70,45,40,35,26,8,10,39,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Neutral,Yes,22
11696533,12/09/2024 15:37:19,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,34,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,7,0,24,0,100,4,10,39,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Yes,34
11696659,12/09/2024 15:49:51,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,3,27,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,11,65,55,46,46,4,50,39,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Yes,27
11696666,12/09/2024 15:50:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,33,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Reform UK,,0,0,0,0,51,8,50,39,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Yes,33
11696918,12/09/2024 16:20:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,7,23,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,78,55,33,7,0,4,50,39,Disagree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Yes,23
11697054,12/09/2024 16:33:34,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,1,24,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,15,10,0,4,63,8,50,39,Strongly agree,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Yes,24
11697637,12/09/2024 17:39:38,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,No,2,9,33,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,10,0,0,0,60,8,10,20,Strongly agree,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Neutral,Yes,33
11697703,12/09/2024 17:51:45,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,34,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,85,14,43,44,53,8,50,20,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,34
11697798,12/09/2024 18:11:49,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,20,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,84,51,51,75,44,4,10,39,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Yes,20
11697821,12/09/2024 18:16:52,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,38,male,,Unemployed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Extremely right,Reform UK,,27,21,38,42,66,8,10,38,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,38
11697900,12/09/2024 18:38:56,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,22,female,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Slightly right,Reform UK,,69,0,29,9,96,8,10,80,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Disagree,Yes,22
11697901,12/09/2024 18:39:15,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,22,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,60,30,15,0,75,8,10,20,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Yes,22
11698296,12/09/2024 20:09:30,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,10,28,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,65,30,35,60,20,8,50,20,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Neutral,Disagree,Yes,28
11698468,12/09/2024 21:11:20,38,Desktop or Laptop,Chrome 126.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,24,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Conservative,,54,48,46,45,42,4,50,39,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,24
11698480,12/09/2024 21:16:27,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,29,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Right,Reform UK,,13,20,13,13,66,8,5,39,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Strongly agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Yes,29
11698495,12/09/2024 21:21:08,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,0,25,male,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Moderate,__other,Jeremy Corbyn,18,20,8,10,0,4,10,39,Neutral,Agree,Disagree,Agree,Neutral,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Yes,25
11698687,12/09/2024 23:00:47,38,Desktop or Laptop,Chrome 127.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,18,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,60,25,55,50,50,4,10,39,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly disagree,Disagree,Yes,18
11698703,12/09/2024 23:07:36,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,29,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Reform UK,,72,18,34,50,81,4,10,39,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Neutral,Agree,Yes,29
11698751,12/09/2024 23:26:52,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,37,female,,Working in the household,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,82,8,50,61,64,8,10,20,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Neutral,Agree,Disagree,Disagree,Yes,37
11698845,12/09/2024 23:51:39,38,Desktop or Laptop,Firefox 129.0,Start M,Yes,1,1,1,1,1,Yes,1,5,27,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,0,57,42,47,0,8,50,20,Neutral,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Yes,27
11699942,13/09/2024 07:17:31,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,5,21,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Reform UK,,46,56,20,40,65,4,10,39,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Yes,21
11699952,13/09/2024 07:24:41,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,10,34,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,56,34,75,48,39,4,20,39,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Yes,34
11700037,13/09/2024 07:59:36,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,25,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Moderate,Reform UK,,0,0,9,46,65,8,10,39,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Yes,25
11700050,13/09/2024 08:04:01,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,27,female,,Self-employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Extremely right,Reform UK,,0,0,0,0,50,4,10,39,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly agree,Agree,Yes,27
11700091,13/09/2024 08:24:44,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,27,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,64,14,29,11,81,8,50,20,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Yes,27
11700107,13/09/2024 08:31:10,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,4,21,male,,Unemployed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Moderate,Conservative,,60,50,30,40,20,4,50,39,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Disagree,Agree,Yes,21
11700162,13/09/2024 08:51:03,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,,,5,21,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,67,41,61,64,39,4,10,39,Agree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Neutral,Yes,21
11700195,13/09/2024 09:03:10,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,10,31,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,73,10,33,33,43,4,10,20,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Neutral,Yes,31
11700501,13/09/2024 10:40:28,38,Desktop or Laptop,Safari 17.6,Start M,Yes,1,1,1,1,1,Yes,1,11,31,male,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Right,Reform UK,,0,0,10,0,80,4,10,39,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Yes,31
11700663,13/09/2024 11:36:55,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,25,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,34,19,30,11,50,4,1,25,Agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,25
11700667,13/09/2024 11:38:27,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,33,female,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,80,0,61,12,32,8,10,41,Strongly agree,Strongly disagree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Yes,33
11700745,13/09/2024 12:05:17,38,Desktop or Laptop,Safari 17.6,Start M,Yes,1,1,1,1,1,Yes,1,10,26,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Reform UK,,70,0,0,30,95,8,10,20,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,26
11700762,13/09/2024 12:11:02,38,Desktop or Laptop,Chrome 127.0.0.0,Start P,Yes,1,1,1,1,1,No,2,2,20,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Reform UK,,59,31,60,54,65,4,10,39,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Yes,20
11700775,13/09/2024 12:15:21,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,23,female,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,35,4,33,12,92,8,50,20,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Yes,23
11700778,13/09/2024 12:15:48,38,Desktop or Laptop,Safari 17.6,Start P,Yes,1,1,1,1,1,Yes,1,1,28,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,59,29,28,18,77,4,10,39,Agree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Neutral,Disagree,Yes,28
11700797,13/09/2024 12:19:29,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,27,female,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,50,50,50,42,24,4,50,39,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Yes,27
11700957,13/09/2024 12:56:59,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,5,29,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,80,5,40,10,95,8,50,20,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Neutral,Agree,Agree,Disagree,Yes,29
11701044,13/09/2024 13:19:49,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,24,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,40,49,54,2,85,4,10,39,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Yes,24
11701058,13/09/2024 13:25:05,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,10,19,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,40,40,30,59,85,8,50,20,Agree,Agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,19
11701373,13/09/2024 14:13:11,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,22,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Reform UK,,47,0,55,36,100,4,10,39,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,22
11701660,13/09/2024 14:48:51,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,28,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,55,20,30,10,55,4,10,39,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Yes,28
11701773,13/09/2024 15:11:24,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,7,29,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Conservative,,75,4,70,6,3,4,10,39,Strongly disagree,Agree,Strongly disagree,Neutral,Neutral,Strongly agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,29
