Participant Private ID,UTC Date and Time,Experiment Version,Participant Device,Participant Browser,randomiser-evbs,attention_start,attention_start object-14 Quantised,consent1,consent2,consent3,consent4,recontact,recontact object-19 Quantised,age_month,age_year,gender,gender_other,worksit,worksit_other,education,education_other,ideology,partisanship,partisanship_other,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,crt1,crt2,crt3,o_immigration,o_climate,o_punishment,o_teaculture,o_brain,attention_check,o_discrimination,o_cats,o_selfenhancement,o_adoption,o_gender,dog01,dog02,dog03,dog04,dog05,dog06,dog07,dog08,dog09,dog10,dog11,attention_end,age_corrected
11693545,12/09/2024 08:16:23,38,Desktop or Laptop,Chrome 130.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,39,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,3,91,43,84,1,8,10,39,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Yes,39
11693585,12/09/2024 08:21:22,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,9,36,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,94,0,0,10,91,8,50,80,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,36
11693590,12/09/2024 08:21:53,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,32,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,5,20,30,85,0,4,50,39,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,32
11693627,12/09/2024 08:27:29,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,36,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,27,89,23,35,2,8,50,20,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Yes,36
11693677,12/09/2024 08:39:20,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,37,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,0,0,1,0,75,8,50,20,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Yes,37
11693710,12/09/2024 08:42:21,38,Amazon KFRAWI,Silk 126.6.2,Start P,Yes,1,1,1,1,1,Yes,1,0,31,female,,Self-employed,,Secondary school up to 16 years (GCSEs or equivalent),,Right,Reform UK,,37,0,30,50,100,8,50,20,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly agree,Agree,Disagree,Disagree,Yes,31
11693724,12/09/2024 08:43:56,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,32,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Labour,,5,85,80,20,0,8,10,39,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Yes,32
11693785,12/09/2024 08:56:22,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,36,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,15,0,20,15,70,8,5,39,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly agree,Yes,36
11694123,12/09/2024 09:49:38,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,38,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,10,69,58,33,0,8,10,39,Disagree,Agree,Disagree,Agree,Neutral,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Yes,38
11694370,12/09/2024 10:45:04,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,0,29,male,,Unemployed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Left,Labour,,16,71,42,60,0,4,50,20,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Yes,29
11694381,12/09/2024 10:48:40,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,2,25,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,58,71,43,52,5,4,10,39,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Yes,25
11694382,12/09/2024 10:49:15,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,NaN,,__other,non binary,__other,I am part-time employed and part-time self-employed. They are equal.,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,0,5,39,73,0,4,10,39,Strongly disagree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Yes,38
11694388,12/09/2024 10:51:42,38,Desktop or Laptop,Chrome 116.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,23,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Moderate,Conservative,,84,26,1,66,57,4,10,39,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,23
11694389,12/09/2024 10:52:56,38,Desktop or Laptop,Safari 17.6,Start M,Yes,1,1,1,1,1,Yes,1,2,30,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Extremely left,Green,,0,60,36,90,0,4,50,39,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Neutral,Neutral,Disagree,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Neutral,Yes,30
11694395,12/09/2024 10:54:09,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,3,27,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,__other,"no strong political affiliation, it depends entirely on policies and stances at the time of any given election",2,29,75,61,0,8,10,39,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Yes,27
11694397,12/09/2024 10:54:22,38,Desktop or Laptop,Chrome 127.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,30,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,4,69,62,71,2,8,50,39,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Yes,30
11694398,12/09/2024 10:54:26,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,18,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,14,34,71,80,0,8,50,20,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,18
11694401,12/09/2024 10:55:02,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,21,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Liberal Democrat,,15,50,70,60,2,4,5,39,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,21
11694403,12/09/2024 10:55:33,38,Desktop or Laptop,Firefox 112.0,Start M,Yes,1,1,1,1,1,Yes,1,0,20,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,15,65,50,70,0,4,10,39,Strongly disagree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Yes,20
11694407,12/09/2024 10:55:55,38,Desktop or Laptop,Safari 17.6,Start P,Yes,1,1,1,1,1,No,2,6,20,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,40,70,41,50,10,4,50,20,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Yes,20
11694410,12/09/2024 10:56:21,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,10,26,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,24,77,76,71,2,8,10,39,Neutral,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Yes,26
11694411,12/09/2024 10:56:29,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,23,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Conservative,,63,38,69,13,34,8,50,39,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Yes,23
11694413,12/09/2024 10:57:18,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,26,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely left,Labour,,1,75,47,82,0,8,50,20,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Agree,Yes,26
11694415,12/09/2024 10:57:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,7,18,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,96,0,22,3,86,8,50,39,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Yes,18
11694416,12/09/2024 10:57:59,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,25,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely left,Green,,0,56,5,100,0,8,50,39,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Yes,25
11694418,12/09/2024 10:58:47,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,27,male,,Self-employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Extremely right,Reform UK,,45,5,14,23,100,8,50,20,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,27
11694421,12/09/2024 10:59:34,38,Desktop or Laptop,Chrome 127.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,25,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,35,82,59,73,7,4,10,30,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Yes,25
11694422,12/09/2024 10:59:43,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,9,20,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,60,30,47,40,0,4,10,39,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Yes,20
11694426,12/09/2024 11:00:26,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,18,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,26,38,49,80,0,4,1,20,Strongly disagree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,18
11694428,12/09/2024 11:00:31,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,4,22,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,53,68,47,96,7,4,10,10,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Yes,22
11694429,12/09/2024 11:00:59,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,35,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Liberal Democrat,,12,38,39,30,18,8,50,400,Disagree,Agree,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Disagree,Yes,35
11694430,12/09/2024 11:00:41,38,Desktop or Laptop,Edge 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,4,22,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,20,85,54,47,1,8,10,20,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Neutral,Neutral,Yes,22
11694436,12/09/2024 11:01:54,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,22,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Plaid Cymru,,0,70,60,90,0,4,10,39,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Neutral,Disagree,Yes,22
11694437,12/09/2024 11:01:56,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,30,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Left,Green,,24,46,37,83,0,8,50,20,Strongly disagree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Yes,30
11694449,12/09/2024 11:03:29,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,36,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,1,68,3,53,9,8,50,20,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Agree,Yes,36
11694450,12/09/2024 11:03:35,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,24,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Plaid Cymru,,0,43,45,79,0,8,10,39,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Yes,24
11694453,12/09/2024 11:04:16,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,32,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,SNP,,9,46,18,63,7,8,10,39,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Yes,32
11694454,12/09/2024 11:04:12,38,undefined K,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,32,male,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Slightly left,Labour,,20,92,43,42,85,8,50,20,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Disagree,Strongly agree,Yes,32
11694459,12/09/2024 11:04:54,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,21,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,5,86,74,59,0,4,10,39,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,Yes,21
11694463,12/09/2024 11:04:59,38,Desktop or Laptop,Opera 112.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,29,male,,Employed,,"Ph.D, D.Phil or equivalent",,Left,Labour,,0,46,25,24,0,4,10,39,Disagree,Agree,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Yes,29
11694464,12/09/2024 11:05:05,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,No,2,10,19,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,5,25,18,69,0,4,50,39,Strongly disagree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,19
11694474,12/09/2024 11:06:40,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,3,28,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,82,20,17,22,15,8,10,20,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,28
11694476,12/09/2024 11:07:01,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,29,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Liberal Democrat,,40,20,70,35,55,8,10,39,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Agree,Agree,Neutral,Yes,29
11694478,12/09/2024 11:07:26,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,10,36,female,,Self-employed,,Secondary school up to 16 years (GCSEs or equivalent),,Slightly left,Liberal Democrat,,25,65,75,65,25,8,10,20,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,36
11694481,12/09/2024 11:07:19,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,9,23,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely left,__other,Old Labour,0,10,0,40,0,8,10,39,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Yes,23
11694484,12/09/2024 11:07:31,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,36,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Moderate,Labour,,58,69,51,41,35,4,10,39,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Yes,36
11694491,12/09/2024 11:08:28,38,Desktop or Laptop,Chrome 129.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,4,19,__other,"Non binary, AFAB",At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Extremely left,Green,,0,95,60,100,50,4,10,39,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Neutral,Yes,19
11694492,12/09/2024 11:08:43,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,19,female,,In school,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,10,100,50,50,50,8,50,20,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Disagree,Yes,19
11694493,12/09/2024 11:09:11,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,No,2,3,38,female,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,0,93,42,100,0,8,50,20,Disagree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,38
11694494,12/09/2024 11:08:54,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,25,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,SNP,,0,66,79,78,0,8,10,39,Disagree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Yes,25
11694495,12/09/2024 11:08:55,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,22,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Reform UK,,15,5,20,55,75,4,10,39,Strongly agree,Neutral,Neutral,Neutral,Agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,22
