subj_idx,commission_errors,commission_errors_r,omission_errors,go_accuracy,nogo_accuracy,overall_accuracy,rt_go_avg,rt_nogo_avg
27,19,37,2,99.10313901345292,66.66666666666666,92.5,326.06651583697044,283.41052631547257
28,10,46,6,97.30941704035875,82.45614035087719,94.28571428571428,338.26129042893524,278.4100003814674
29,17,39,9,95.96412556053812,70.17543859649122,90.71428571428571,352.1425233651678,313.31176470675564
30,8,48,1,99.55156950672645,85.96491228070175,96.78571428571429,296.3815315313167,268.03749999403954
31,20,36,1,99.55156950672645,64.91228070175438,92.5,304.6139639581247,296.8649999937428
32,10,46,2,99.10313901345292,82.45614035087719,95.71428571428572,364.9276017979791,320.8099999880884
33,12,44,3,98.65470852017937,78.94736842105263,94.64285714285714,329.3154545460643,308.35000000061945
34,19,37,1,99.55156950672645,66.66666666666666,92.85714285714286,325.0932432458218,293.53684210024795
35,4,52,2,99.10313901345292,92.85714285714286,97.84946236559139,297.89728506717864,259.3499999991618
36,25,31,9,95.94594594594594,56.14035087719298,87.81362007168458,308.90704225360605,278.65599999975586
37,17,39,26,88.28828828828829,69.64285714285714,84.53237410071942,341.2413266804749,284.91764718785487
38,10,46,5,97.75784753363229,82.45614035087719,94.64285714285714,323.0509174299765,261.4299999977637
39,22,34,1,99.55156950672645,61.40350877192983,91.78571428571428,280.87522522488837,258.85909090866994
40,31,25,8,96.3963963963964,44.642857142857146,85.97122302158273,287.36682244054987,250.1161290418766
41,19,37,1,99.55156950672645,66.66666666666666,92.85714285714286,342.0201801801794,303.13894736842104
42,16,40,2,99.10313901345292,71.9298245614035,93.57142857142857,330.83438913913807,277.56874999869797
43,23,33,2,99.0909090909091,59.64912280701754,90.97472924187726,321.35917431265653,291.51304347894495
44,23,33,8,96.41255605381166,59.64912280701754,88.92857142857142,305.451162755549,272.2434782266526
45,5,51,5,97.75784753363229,91.22807017543859,96.42857142857143,360.92660550458714,335.4
46,14,42,2,99.10313901345292,75.43859649122807,94.28571428571428,330.76018103948974,306.1214286531717
47,34,22,13,94.17040358744396,39.285714285714285,83.15412186379928,296.3290476215464,264.1852941199327
48,31,25,15,93.18181818181817,40.38461538461539,83.08823529411765,339.81727182349107,297.66222487123457
49,19,37,11,95.04504504504504,66.66666666666666,89.24731182795699,371.60142180336146,321.56315789912753
50,27,29,18,91.8918918918919,52.63157894736842,83.87096774193549,331.69460775104346,285.3370369646323
51,20,36,17,92.37668161434978,64.91228070175438,86.78571428571429,359.77669901709123,300.06499998092477
52,25,31,11,95.04504504504504,56.14035087719298,87.09677419354838,342.93080568722473,305.34000000035155
53,10,46,1,99.55156950672645,82.45614035087719,96.07142857142857,345.64459459489433,307.8700000005134
54,8,48,8,96.41255605381166,85.96491228070175,94.28571428571428,337.5897674432334,281.92499999982283
55,31,25,4,98.20627802690582,45.614035087719294,87.5,325.33561644102366,307.4096774216591
56,21,35,17,92.37668161434978,63.1578947368421,86.42857142857143,348.6276698999309,316.3285714274347
57,25,31,2,99.08675799086758,55.35714285714286,90.18181818181819,315.1732718950032,276.81600000524486
58,9,47,2,99.10313901345292,84.21052631578947,96.07142857142857,341.8895927605215,317.2777777778279
59,33,23,5,97.70642201834863,38.88888888888889,86.02941176470588,282.26525821842165,236.5696969740322
60,9,47,5,97.75784753363229,84.21052631578947,95,359.99311925643053,335.57777776453037
61,17,39,0,100,70.17543859649122,93.92857142857143,311.70807174851547,287.7117647056139
62,29,27,10,95.51569506726457,49.122807017543856,86.07142857142858,312.7455399066648,306.7965517216884
63,25,31,3,98.64864864864865,56.14035087719298,89.96415770609319,296.4054794553056,267.1440000026193
64,25,31,10,95.47511312217195,56.14035087719298,87.41007194244604,336.2919431286831,300.5000000009453
65,14,42,6,97.30941704035875,75.43859649122807,92.85714285714286,364.79447004546915,337.54285714248545
66,28,28,16,92.82511210762333,50.877192982456144,84.28571428571429,372.76570048545994,348.3071428591707
67,12,44,3,98.64864864864865,78.94736842105263,94.6236559139785,358.65616438218683,332.9416666649995
68,16,40,3,98.65470852017937,71.9298245614035,93.21428571428572,306.25227273018555,257.8312500027005
69,16,40,3,98.63013698630137,71.9298245614035,93.11594202898551,310.10879648217485,289.61250016688336
70,13,43,10,95.51569506726457,77.19298245614034,91.78571428571428,369.4244131272941,338.25384615017595
71,8,48,2,99.10313901345292,85.96491228070175,96.42857142857143,319.2180995431952,286.76249998809
72,20,36,2,99.09502262443439,63.63636363636363,92.02898550724638,302.199999954057,256.48499996423635
73,24,32,10,95.4954954954955,57.89473684210527,87.81362007168458,299.2235848850805,269.8958333134621
74,23,33,4,98.20627802690582,59.64912280701754,90.35714285714286,326.02100457728955,303.8521739254635
75,15,41,7,96.8609865470852,73.21428571428571,92.1146953405018,297.9050925898191,269.07999999662474
76,16,40,7,96.84684684684684,71.9298245614035,91.75627240143369,323.2013953375274,271.6812499910566
77,20,36,2,99.0909090909091,64.28571428571429,92.02898550724638,303.9678899082569,262.8
78,22,34,6,97.30941704035875,61.40350877192983,90,337.42396313236833,291.6909090899664
79,29,27,16,92.5925925925926,47.27272727272727,83.39483394833948,305.13500000517,278.4275862118224
80,7,49,5,97.75784753363229,87.71929824561403,95.71428571428572,334.7270642192273,297.8428571426526
81,28,28,2,99.10313901345292,50.877192982456144,89.28571428571429,332.7040723985141,308.1000000010665
82,23,33,0,100,59.64912280701754,91.72661870503596,313.47466058946975,273.7521738622517
83,28,28,14,93.45794392523365,50.877192982456144,84.50184501845018,326.1455000234821,276.81785716457983
84,34,22,5,97.71689497716895,39.285714285714285,85.81818181818181,286.9546729921185,271.700000148658
85,12,44,5,97.75784753363229,78.94736842105263,93.92857142857143,309.45642197154103,273.5666666388461
86,35,21,12,94.28571428571428,33.9622641509434,82.12927756653993,283.0015151507106,254.1028571422561
87,43,13,17,91.3265306122449,20.37037037037037,76,304.85810055908905,264.4372093025988
88,18,38,4,98.1981981981982,68.42105263157895,92.1146953405018,310.23807342948993,278.5000000344379
89,33,23,9,95.8904109589041,41.07142857142857,84.72727272727273,335.76409523809735,301.98727272726836
90,20,36,6,97.30941704035875,64.91228070175438,90.71428571428571,344.9879308757378,311.412600000207
91,43,13,14,93.72197309417041,24.561403508771928,79.64285714285714,293.97129194953175,260.3209303345807
92,3,53,2,99.10313901345292,94.73684210526315,98.21428571428571,326.1511312260625,266.03333333530463
93,25,31,19,91.4798206278027,55.35714285714286,84.22939068100358,354.0004902160639,321.39600001525366
94,10,46,5,97.75784753363229,82.45614035087719,94.64285714285714,371.681192650927,346.33999998926595
95,32,24,3,98.64253393665159,41.81818181818181,87.31884057971014,312.56238532127117,278.3843750001852
96,24,32,1,99.54954954954955,57.14285714285714,91.00719424460432,299.71221709596364,279.0624999086073
97,12,44,1,99.55156950672645,78.94736842105263,95.35714285714286,325.50180179871234,294.1666666641783
98,15,41,0,100,73.68421052631578,94.64285714285714,289.35704035874403,241.08400000000353
99,16,40,2,99.10313901345292,71.9298245614035,93.57142857142857,361.43936657581753,329.80625005363527
100,16,40,6,97.28506787330316,71.9298245614035,92.08633093525181,346.9976744138396,310.44999999628453
101,22,34,35,84.0909090909091,61.40350877192983,79.42238267148014,379.9616216216215,340.13727272727755
102,14,42,3,98.62385321100918,75,93.7956204379562,317.5120930232956,280.6642857151414
103,13,43,2,99.10313901345292,77.19298245614034,94.64285714285714,342.7380090613426,315.038461548546
104,9,47,6,97.2972972972973,84.21052631578947,94.6236559139785,349.04722222151787,300.53333333278874
105,19,37,4,98.20627802690582,66.66666666666666,91.78571428571428,325.5105022829706,310.65263157580995
106,11,45,4,98.1981981981982,80.7017543859649,94.6236559139785,361.9463302759609,303.8181818186197
107,27,29,6,97.2972972972973,52.63157894736842,88.17204301075269,323.57962961158233,302.8777777636515
108,1,55,1,99.55156950672645,98.24561403508771,99.28571428571429,363.76261261264375,327.19999999925494
109,13,43,2,99.09909909909909,77.19298245614034,94.6236559139785,282.6721818181827,248.93230769230732
110,16,40,9,95.96412556053812,71.9298245614035,91.07142857142857,362.9616822302889,332.26874998621497
111,18,38,0,100,68.42105263157895,93.5251798561151,306.0416289570029,259.77777777653927
112,10,46,0,100,82.45614035087719,96.40287769784173,303.8176470583249,247.009999999532
113,14,42,4,98.20627802690582,75.43859649122807,93.57142857142857,339.8287671232886,313.3128571428585
114,19,37,2,99.10313901345292,66.66666666666666,92.5,302.36108592603057,290.8315789059554
115,13,43,5,97.75784753363229,77.19298245614034,93.57142857142857,319.22339449606187,294.08461538550574
116,14,42,3,98.65470852017937,75.43859649122807,93.92857142857143,347.5513636373646,308.2857142869886
117,18,38,21,90.5829596412556,68.42105263157895,86.07142857142858,332.9128712813452,279.88333332687193
118,20,36,3,98.65470852017937,64.91228070175438,91.78571428571428,337.5154545458504,293.4600000001927
119,12,44,3,98.64864864864865,78.94736842105263,94.6236559139785,292.8579908736751,260.7833333651167
120,18,38,5,97.74774774774775,67.85714285714286,91.72661870503596,362.79078341043174,324.3166666671516
121,14,42,1,99.54954954954955,74.54545454545455,94.58483754512635,290.15248868778133,276.4642857142919
122,17,39,14,93.23671497584542,66.66666666666666,87.98449612403101,287.3658031493277,239.57647064434167
123,22,34,6,97.30941704035875,60,89.92805755395683,288.3036866359638,275.70454545456
124,12,44,15,93.27354260089686,78.94736842105263,90.35714285714286,364.7668269252391,311.0500000047189
125,4,52,3,98.65470852017937,92.98245614035088,97.5,313.9059090936248,283.0250000022206
126,29,27,8,96.36363636363636,49.122807017543856,86.64259927797833,293.4167924528312,268.6579310344823
127,22,34,8,96.41255605381166,61.40350877192983,89.28571428571429,341.6967441857097,307.4681818178664
128,10,46,1,99.55156950672645,82.45614035087719,96.07142857142857,331.41801801914147,296.1500000013446
129,36,20,39,82.43243243243244,36.84210526315789,73.11827956989248,396.27158469948006,361.7055555555938
130,39,17,17,92.34234234234235,30.357142857142854,79.85611510791367,305.30926829407144,298.3974358993448
131,14,42,23,89.63963963963964,75,86.6906474820144,345.21859296482387,294.82857142836394
132,16,40,5,97.75784753363229,71.9298245614035,92.5,345.81880734147813,298.05000000205837
133,20,36,8,96.3963963963964,64.91228070175438,89.96415770609319,338.77383177334707,281.0199999959779
134,29,27,7,96.83257918552036,49.122807017543856,87.05035971223022,340.91355140189194,304.35517241381626
135,8,48,7,96.84684684684684,85.96491228070175,94.6236559139785,341.399069787513,293.25000000595355
136,11,45,3,98.65470852017937,80.7017543859649,95,343.78181818139933,286.12727272666365
137,6,50,3,98.65470852017937,89.47368421052632,96.78571428571429,351.26136363594617,300.29999999961
138,18,38,16,92.82511210762333,68.42105263157895,87.85714285714286,336.3613526576968,292.9500000013181
