Participant Private ID,UTC Date and Time,Experiment Version,Participant Device,Participant Browser,randomiser-evbs,attention_start,attention_start object-14 Quantised,consent1,consent2,consent3,consent4,recontact,recontact object-19 Quantised,age_month,age_year,gender,gender_other,worksit,worksit_other,education,education_other,ideology,partisanship,partisanship_other,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,crt1,crt2,crt3,o_immigration,o_climate,o_punishment,o_teaculture,o_brain,attention_check,o_discrimination,o_cats,o_selfenhancement,o_adoption,o_gender,dog01,dog02,dog03,dog04,dog05,dog06,dog07,dog08,dog09,dog10,dog11,attention_end,age_corrected,subj_idx,ideology_num,edu_group,age_group,questionnaire_attention_check,crt_correct,dog02_r,dog04_r,dog05_r,dog07_r,dog08_r,dog09_r,dogmatism,affective_polarisation,m_climate,m_immigration,m_punishment,m_teaculture,m_brain,m_gender,m_discrimination,m_adoption,m_selfenhancement,m_cats,s_climate,s_immigration,s_punishment,s_teaculture,s_brain,s_gender,s_discrimination,s_adoption,s_selfenhancement,s_cats,ideo_group,ideo_strength,ideo_m_climate,ideo_m_adoption,ideo_m_punishment,ideo_m_gender,ideo_m_discrimination,ideo_m_immigration,ideo_m_teaculture,ideo_m_brain,ideo_m_cats,self_m_enhancement
11695295,12/09/2024 12:53:49,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,23,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,86,7,69,6,72,8,10,39,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Neutral,Strongly agree,2,3,2,4,4,4,4,3,4,1,4,Yes,23,416,6,ISCED 5-8,18-24,passed,2,3,2,2,2,3,2,27,34.3685903115039,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Higher,Lower,1,1,2,2,2,2,1,,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695371,12/09/2024 13:08:52,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,23,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,0,0,0,70,50,4,50,39,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,2,4,2,4,4,2,5,4,4,2,1,Yes,23,174,5,ISCED 3-4,18-24,passed,2,2,2,2,1,2,2,20,30.066592756745816,Higher,Higher,Higher,Higher,Lower,Higher,Higher,Lower,Higher,Lower,2,1,1,1,1,2,1,1,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695382,12/09/2024 13:11:17,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,1,25,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,30,0,9,8,81,8,10,20,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,2,4,2,4,5,1,4,4,4,3,4,Yes,25,172,6,ISCED 5-8,25-31,passed,1,2,2,1,2,2,2,23,29.42515930288229,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Lower,Neutral,Lower,2,1,1,2,,1,1,2,,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695383,12/09/2024 13:12:15,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,22,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,69,25,39,5,37,4,10,39,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Neutral,Agree,3,4,5,4,4,3,4,3,4,2,3,Yes,22,421,5,ISCED 5-8,18-24,passed,3,2,2,2,2,3,2,29,20.861447696648476,Neutral,Neutral,Neutral,Higher,Higher,Lower,Higher,Neutral,Higher,Lower,,,,2,2,1,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695412,12/09/2024 13:18:48,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,33,female,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Moderate,SNP,,0,0,0,75,5,8,10,20,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,3,4,4,5,5,3,4,4,4,3,4,Yes,33,177,4,ISCED 0-2,Above 32,passed,1,2,1,1,2,2,2,27,29.563490998188964,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Higher,Neutral,Lower,1,1,2,1,,1,2,1,,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
11695420,12/09/2024 13:20:21,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,21,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,89,21,18,7,90,4,10,39,Agree,Neutral,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Agree,4,4,4,4,4,4,4,4,5,2,2,Yes,21,423,6,ISCED 5-8,18-24,passed,3,2,2,2,2,2,1,27,36.6333181680284,Neutral,Higher,Lower,Higher,Higher,Lower,Lower,Lower,Higher,Higher,,1,1,1,1,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695424,12/09/2024 13:20:56,38,Desktop or Laptop,Chrome 126.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,22,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,75,30,60,49,71,8,10,39,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,1,4,2,5,5,1,5,5,5,2,2,Yes,22,176,5,ISCED 3-4,18-24,passed,2,2,1,1,1,1,1,15,16.260381299342274,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Higher,Lower,1,1,2,2,1,2,2,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695444,12/09/2024 13:24:36,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,26,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Labour,,0,59,22,14,0,8,50,20,Agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,5,4,5,3,5,5,3,4,4,3,3,Yes,26,427,5,ISCED 3-4,25-31,passed,0,2,3,1,3,2,2,34,21.707141681944215,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Lower,,1,2,2,1,2,2,2,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695446,12/09/2024 13:24:57,38,Desktop or Laptop,Chrome 127.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,9,21,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,__other,"Sometimes Labour even though they are on the left, but I don't feel represented by any.",37,57,23,24,53,4,10,39,Neutral,Agree,Disagree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,4,5,3,4,4,2,4,4,4,2,3,Yes,21,178,5,ISCED 3-4,18-24,passed,3,1,2,2,2,2,2,25,14.17603611733548,Higher,Neutral,Lower,Neutral,Neutral,Neutral,Lower,Lower,Higher,Lower,1,,1,,,,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695471,12/09/2024 13:29:32,38,Desktop or Laptop,Firefox 130.0,Start P,Yes,1,1,1,1,1,Yes,1,8,25,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Reform UK,,71,30,0,0,100,8,50,20,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Disagree,Agree,Disagree,2,4,3,4,4,2,4,4,4,1,1,Yes,25,426,5,ISCED 5-8,25-31,passed,0,2,2,2,2,2,2,21,39.650472884948044,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Neutral,2,1,1,2,1,1,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695501,12/09/2024 13:36:35,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,30,female,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Slightly right,Reform UK,,27,39,44,27,53,8,50,20,Neutral,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Neutral,2,4,1,4,4,2,4,3,4,2,3,Yes,30,180,5,ISCED 0-2,25-31,passed,0,2,2,2,2,3,2,23,10.039920318408907,Higher,Neutral,Neutral,Higher,Neutral,Neutral,Lower,Lower,Lower,Lower,1,,,2,,,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695580,12/09/2024 13:48:31,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,3,25,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Right,Reform UK,,29,9,0,0,100,8,50,20,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,2,3,4,2,4,4,4,4,4,5,5,Yes,25,181,6,ISCED 5-8,25-31,passed,0,3,4,2,2,2,2,35,37.71790025969102,Neutral,Higher,Higher,Higher,Higher,Lower,Higher,Higher,Higher,Higher,,2,2,2,2,1,2,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695777,12/09/2024 14:02:54,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,4,28,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,10,10,5,2,65,8,10,39,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Agree,1,5,1,4,5,3,5,5,5,4,2,Yes,28,182,6,ISCED 5-8,25-31,passed,2,1,2,1,1,1,1,18,23.499787233079367,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Neutral,Lower,1,2,1,1,,1,1,1,,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695804,12/09/2024 14:07:04,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,36,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Reform UK,,34,6,55,54,86,8,50,20,Strongly agree,Strongly agree,Neutral,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,3,4,1,4,4,1,5,3,4,3,2,Yes,36,492,5,ISCED 5-8,Above 32,passed,0,2,2,2,1,3,2,22,26.39696952303427,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Lower,Higher,Lower,2,2,,1,2,2,1,2,2,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695836,12/09/2024 14:11:43,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,21,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Liberal Democrat,,50,73,75,55,42,8,50,39,Neutral,Neutral,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Neutral,2,4,2,4,5,2,4,4,4,2,3,Yes,21,430,5,ISCED 3-4,18-24,passed,1,2,2,1,2,2,2,22,12.946041866145807,Neutral,Neutral,Higher,Lower,Higher,Neutral,Lower,Neutral,Higher,Lower,,,1,1,1,,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11695967,12/09/2024 14:24:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,28,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,54,28,45,37,26,4,10,39,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,2,4,1,5,5,2,5,4,5,2,2,Yes,28,184,5,ISCED 5-8,25-31,passed,3,2,1,1,1,2,1,17,10.488088481701515,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,1,1,1,1,1,2,1,2,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696035,12/09/2024 14:33:58,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,30,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely right,Labour,,0,100,0,0,0,4,10,39,Disagree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Neutral,Neutral,2,4,4,4,5,3,5,5,5,1,3,Yes,30,186,7,ISCED 5-8,25-31,passed,3,2,2,1,1,1,1,21,40,Neutral,Lower,Lower,Higher,Higher,Neutral,Neutral,Neutral,Higher,Lower,,1,1,2,1,,,,2,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696058,12/09/2024 14:38:05,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,5,38,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly right,Conservative,,72,10,10,29,56,8,10,20,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Strongly disagree,3,4,2,4,4,2,5,4,5,3,4,Yes,38,185,5,ISCED 5-8,Above 32,passed,1,2,2,2,1,2,1,24,24.88051446413438,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Lower,Higher,2,2,2,1,2,2,,1,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696105,12/09/2024 14:45:22,38,Desktop or Laptop,Chrome 127.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,5,33,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,52,50,29,47,71,8,10,39,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Neutral,2,4,2,2,4,4,4,4,4,4,2,Yes,33,432,5,ISCED 3-4,Above 32,passed,2,2,4,2,2,2,2,28,13.377593206552515,Higher,Higher,Higher,Higher,Neutral,Neutral,Lower,Lower,Neutral,Lower,2,2,2,2,,,1,1,,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696190,12/09/2024 14:53:47,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,36,female,,Unemployed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,89,3,68,52,63,4,10,39,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Disagree,4,4,2,3,5,3,4,5,4,2,2,Yes,36,188,6,ISCED 3-4,Above 32,passed,3,2,3,1,2,1,2,24,28.642625577973817,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Lower,Lower,1,2,2,1,2,1,,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696225,12/09/2024 14:58:07,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,38,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Labour,,46,53,26,23,17,4,10,39,Neutral,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Disagree,2,4,2,4,4,2,4,4,4,2,2,Yes,38,189,5,ISCED 3-4,Above 32,passed,3,2,2,2,2,2,2,22,13.957077057894322,Higher,Neutral,Higher,Lower,Higher,Higher,Lower,Higher,Neutral,Higher,1,,1,1,1,1,1,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696361,12/09/2024 15:12:24,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,5,37,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,57,2,1,6,49,8,1,4,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,1,4,1,5,5,1,4,4,5,2,2,Yes,37,190,5,ISCED 3-4,Above 32,passed,0,2,1,1,2,2,1,16,24.68197723035981,Higher,Higher,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Lower,1,2,2,,1,1,1,2,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696487,12/09/2024 15:31:00,38,Desktop or Laptop,Safari 16.6.1,Start P,Yes,1,1,1,1,1,Yes,1,6,22,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,70,45,40,35,26,8,10,39,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Agree,3,4,4,4,5,3,5,4,5,4,3,Yes,22,435,5,ISCED 3-4,18-24,passed,2,2,2,1,1,2,1,26,14.79729705047513,Higher,Higher,Neutral,Higher,Higher,Lower,Neutral,Lower,Neutral,Lower,2,1,,2,1,1,,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696533,12/09/2024 15:37:19,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,34,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,7,0,24,0,100,4,10,39,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,4,4,2,3,5,5,4,4,4,3,5,Yes,34,192,6,ISCED 3-4,Above 32,passed,3,2,3,1,2,2,2,31,37.92835351026986,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Lower,,2,2,2,1,1,1,1,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696659,12/09/2024 15:49:51,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,3,27,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,11,65,55,46,46,4,50,39,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,2,5,1,4,5,4,5,4,4,2,4,Yes,27,193,2,ISCED 3-4,25-31,passed,2,1,2,1,1,2,2,22,18.20549367636044,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Higher,Higher,Lower,2,1,1,2,2,1,1,1,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11696666,12/09/2024 15:50:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,33,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Reform UK,,0,0,0,0,51,8,50,39,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Agree,Neutral,2,4,3,4,5,2,4,4,5,4,4,Yes,33,490,5,ISCED 5-8,Above 32,passed,1,2,2,1,2,2,1,25,20.4,Neutral,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Neutral,Higher,,2,1,1,1,,1,1,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11696918,12/09/2024 16:20:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,7,23,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,78,55,33,7,0,4,50,39,Disagree,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,2,4,2,4,4,2,3,4,4,2,2,Yes,23,489,6,ISCED 5-8,18-24,passed,2,2,2,2,3,2,2,23,29.193149881436227,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,1,1,1,1,,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697054,12/09/2024 16:33:34,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,1,24,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Reform UK,,15,10,0,4,63,8,50,39,Strongly agree,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,4,5,2,4,5,2,4,5,5,4,1,Yes,24,195,6,ISCED 5-8,18-24,passed,1,1,2,1,2,1,1,21,22.878811157925142,Lower,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Higher,Higher,1,2,2,,1,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697637,12/09/2024 17:39:38,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,No,2,9,33,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,10,0,0,0,60,8,10,20,Strongly agree,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,3,4,2,2,4,3,4,3,4,5,3,Yes,33,199,6,ISCED 3-4,Above 32,passed,1,2,4,2,2,3,2,31,23.323807579381203,Neutral,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,Higher,Lower,,2,,1,1,2,2,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697703,12/09/2024 17:51:45,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,6,34,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Right,Conservative,,85,14,43,44,53,8,50,20,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Disagree,2,4,2,3,4,2,4,4,4,2,2,Yes,34,437,6,ISCED 5-8,Above 32,passed,0,2,3,2,2,2,2,23,22.763128080296873,Higher,Higher,Higher,Higher,Neutral,Higher,Neutral,Lower,Neutral,Neutral,1,2,2,1,,1,,2,,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697798,12/09/2024 18:11:49,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,20,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,84,51,51,75,44,4,10,39,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Neutral,3,3,2,4,4,3,4,4,4,2,4,Yes,20,438,5,ISCED 3-4,18-24,passed,3,3,2,2,2,2,2,27,15.582040944625964,Higher,Neutral,Higher,Higher,Higher,Neutral,Lower,Neutral,Neutral,Lower,2,,1,1,1,,2,,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697821,12/09/2024 18:16:52,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,38,male,,Unemployed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Extremely right,Reform UK,,27,21,38,42,66,8,10,38,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,2,5,2,5,5,2,5,5,5,1,1,Yes,38,484,7,ISCED 5-8,Above 32,passed,1,1,1,1,1,1,1,14,15.535765188750762,Neutral,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Higher,,2,2,1,1,1,1,2,1,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697900,12/09/2024 18:38:56,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,22,female,,Employed,,Secondary school up to 16 years (GCSEs or equivalent),,Slightly right,Reform UK,,69,0,29,9,96,8,10,80,Strongly agree,Neutral,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Neutral,Disagree,2,4,3,2,4,1,4,3,4,4,2,Yes,22,201,5,ISCED 0-2,18-24,passed,1,2,4,2,2,3,2,27,36.488902422517455,Neutral,Higher,Higher,Higher,Lower,Higher,Higher,Neutral,Lower,Higher,,2,1,1,1,1,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11697901,12/09/2024 18:39:15,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,22,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,60,30,15,0,75,8,10,20,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,2,4,2,4,4,3,5,3,4,2,5,Yes,22,439,6,ISCED 3-4,18-24,passed,1,2,2,2,1,3,2,26,27.820855486487112,Higher,Neutral,Higher,Higher,Neutral,Lower,Higher,Neutral,Neutral,Higher,1,,1,2,,1,1,,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11698296,12/09/2024 20:09:30,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,10,28,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,65,30,35,60,20,8,50,20,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Disagree,3,5,2,4,4,1,4,4,4,3,2,Yes,28,441,5,ISCED 3-4,25-31,passed,0,1,2,2,2,2,2,22,17.4928556845359,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Neutral,1,,2,1,1,1,1,2,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
