Participant Private ID,UTC Date and Time,Experiment Version,Participant Device,Participant Browser,randomiser-evbs,attention_start,attention_start object-14 Quantised,consent1,consent2,consent3,consent4,recontact,recontact object-19 Quantised,age_month,age_year,gender,gender_other,worksit,worksit_other,education,education_other,ideology,partisanship,partisanship_other,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,crt1,crt2,crt3,o_immigration,o_climate,o_punishment,o_teaculture,o_brain,attention_check,o_discrimination,o_cats,o_selfenhancement,o_adoption,o_gender,dog01,dog02,dog03,dog04,dog05,dog06,dog07,dog08,dog09,dog10,dog11,attention_end,age_corrected,subj_idx,ideology_num,edu_group,age_group,questionnaire_attention_check,crt_correct,dog02_r,dog04_r,dog05_r,dog07_r,dog08_r,dog09_r,dogmatism,affective_polarisation,m_climate,m_immigration,m_punishment,m_teaculture,m_brain,m_gender,m_discrimination,m_adoption,m_selfenhancement,m_cats,s_climate,s_immigration,s_punishment,s_teaculture,s_brain,s_gender,s_discrimination,s_adoption,s_selfenhancement,s_cats,ideo_group,ideo_strength,ideo_m_climate,ideo_m_adoption,ideo_m_punishment,ideo_m_gender,ideo_m_discrimination,ideo_m_immigration,ideo_m_teaculture,ideo_m_brain,ideo_m_cats,self_m_enhancement
11693545,12/09/2024 08:16:23,38,Desktop or Laptop,Chrome 130.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,39,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,3,91,43,84,1,8,10,39,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,2,5,1,5,4,2,4,4,5,1,2,Yes,39,252,2,ISCED 3-4,Above 32,passed,2,1,1,2,2,2,1,17,38.312400081435776,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Lower,Higher,2,2,1,,,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11693585,12/09/2024 08:21:22,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,9,36,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,94,0,0,10,91,8,50,80,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,2,4,2,4,4,2,4,4,4,2,3,Yes,36,1,6,ISCED 3-4,Above 32,passed,0,2,2,2,2,2,2,23,43.84518217546827,Neutral,Neutral,Higher,Higher,Neutral,Higher,Neutral,Lower,Lower,Lower,,,1,1,,1,,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11693590,12/09/2024 08:21:53,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,0,32,male,,Self-employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,5,20,30,85,0,4,50,39,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,2,5,1,5,5,2,5,5,5,1,2,Yes,32,382,2,ISCED 5-8,Above 32,passed,2,1,1,1,1,1,1,14,30.430248109405877,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,2,2,1,2,2,2,2,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11693627,12/09/2024 08:27:29,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,1,36,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Labour,,27,89,23,35,2,8,50,20,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,2,5,2,4,4,2,4,5,5,2,2,Yes,36,253,2,ISCED 5-8,Above 32,passed,0,1,2,2,2,1,1,19,29.026884090442778,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Lower,Lower,2,2,1,,,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11693677,12/09/2024 08:39:20,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,6,37,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,0,0,1,0,75,8,50,20,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,2,3,1,5,5,1,5,5,5,2,3,Yes,37,2,6,ISCED 3-4,Above 32,passed,0,3,1,1,1,1,1,17,29.90250825599752,Neutral,Higher,Lower,Higher,Higher,Higher,Neutral,Lower,Lower,Lower,,2,1,2,1,1,,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11693710,12/09/2024 08:42:21,38,Amazon KFRAWI,Silk 126.6.2,Start P,Yes,1,1,1,1,1,Yes,1,0,31,female,,Self-employed,,Secondary school up to 16 years (GCSEs or equivalent),,Right,Reform UK,,37,0,30,50,100,8,50,20,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Strongly disagree,2,4,2,4,4,2,3,5,4,2,2,Yes,31,255,6,ISCED 0-2,25-31,passed,0,2,2,2,3,1,2,22,32.71452276894774,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Neutral,Neutral,Lower,2,2,1,2,,2,2,,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11693724,12/09/2024 08:43:56,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,32,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Labour,,5,85,80,20,0,8,10,39,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,4,4,2,4,4,2,4,3,4,2,3,Yes,32,3,3,ISCED 5-8,Above 32,passed,2,2,2,2,2,3,2,26,36.959437225152655,Higher,Neutral,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,,,1,2,1,1,1,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11693785,12/09/2024 08:56:22,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,36,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Reform UK,,15,0,20,15,70,8,5,39,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,4,4,4,4,4,4,3,2,4,4,5,Yes,36,254,6,ISCED 3-4,Above 32,passed,1,2,2,2,3,4,2,36,23.958297101421877,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Higher,Higher,1,2,1,1,2,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11694123,12/09/2024 09:49:38,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,38,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,10,69,58,33,0,8,10,39,Disagree,Agree,Disagree,Agree,Neutral,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Strongly disagree,2,4,2,5,5,2,4,5,5,1,4,Yes,38,256,3,ISCED 3-4,Above 32,passed,2,2,1,1,2,1,1,19,26.58571044753177,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Lower,Higher,Neutral,1,1,1,1,,2,1,2,1,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694370,12/09/2024 10:45:04,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,0,29,male,,Unemployed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Left,Labour,,16,71,42,60,0,4,50,20,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,2,4,2,5,4,1,4,4,4,1,2,Yes,29,4,2,ISCED 5-8,25-31,passed,1,2,1,2,2,2,2,19,26.52093512680124,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Lower,1,1,1,2,1,1,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694381,12/09/2024 10:48:40,38,Desktop or Laptop,Edge 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,2,25,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,58,71,43,52,5,4,10,39,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Neutral,2,4,2,4,4,3,4,3,4,3,3,Yes,25,5,3,ISCED 5-8,25-31,passed,3,2,2,2,2,3,2,26,22.33741256278354,Higher,Higher,Lower,Higher,Higher,Neutral,Lower,Higher,Higher,Higher,1,1,1,1,1,,1,1,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694382,12/09/2024 10:49:15,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,,,other,non binary,__other,I am part-time employed and part-time self-employed. They are equal.,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,0,5,39,73,0,4,10,39,Strongly disagree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,3,5,1,5,5,1,5,4,5,1,3,Yes,38,259,2,ISCED 5-8,Above 32,passed,3,1,1,1,1,2,1,16,28.765256821380895,Higher,Lower,Neutral,Neutral,Higher,Higher,Lower,Lower,Neutral,Higher,1,2,,,2,2,2,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694388,12/09/2024 10:51:42,38,Desktop or Laptop,Chrome 116.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,23,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Moderate,Conservative,,84,26,1,66,57,4,10,39,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly disagree,3,5,2,5,5,5,5,4,5,1,1,Yes,23,258,4,ISCED 3-4,18-24,passed,3,1,1,1,1,2,1,19,29.620263334413487,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Lower,Higher,Neutral,2,2,,2,1,2,2,2,1,,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
11694389,12/09/2024 10:52:56,38,Desktop or Laptop,Safari 17.6,Start M,Yes,1,1,1,1,1,Yes,1,2,30,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Extremely left,Green,,0,60,36,90,0,4,50,39,Strongly disagree,Strongly agree,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,3,3,2,5,4,3,3,4,3,1,3,Yes,30,6,1,ISCED 5-8,25-31,passed,2,3,1,2,3,2,3,26,34.86201371120148,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Lower,Lower,2,2,1,,,2,2,2,1,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694395,12/09/2024 10:54:09,38,Desktop or Laptop,Firefox 130.0,Start M,Yes,1,1,1,1,1,Yes,1,3,27,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,__other,"no strong political affiliation, it depends entirely on policies and stances at the time of any given election",2,29,75,61,0,8,10,39,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly disagree,2,4,2,4,4,1,5,4,4,2,2,Yes,27,10,2,ISCED 5-8,25-31,passed,2,2,2,2,1,2,2,20,30.374989711932415,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,1,1,1,1,1,2,1,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694397,12/09/2024 10:54:22,38,Desktop or Laptop,Chrome 127.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,30,female,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Slightly left,Labour,,4,69,62,71,2,8,50,39,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,2,4,2,4,5,1,4,4,4,1,2,Yes,30,7,3,ISCED 5-8,25-31,passed,1,2,2,1,2,2,2,19,31.664491153340833,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Lower,2,1,1,2,1,2,1,2,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694398,12/09/2024 10:54:26,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,11,18,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,14,34,71,80,0,8,50,20,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,2,4,2,5,4,2,4,4,4,2,3,Yes,18,260,2,ISCED 3-4,18-24,passed,0,2,1,2,2,2,2,22,31.217943558152577,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Lower,1,1,1,2,1,1,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694401,12/09/2024 10:55:02,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,21,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Liberal Democrat,,15,50,70,60,2,4,5,39,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,2,4,2,4,4,2,4,4,4,2,3,Yes,21,262,3,ISCED 3-4,18-24,passed,2,2,2,2,2,2,2,23,26.333248945012464,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Higher,Neutral,Higher,2,1,1,2,1,2,1,1,,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694403,12/09/2024 10:55:33,38,Desktop or Laptop,Firefox 112.0,Start M,Yes,1,1,1,1,1,Yes,1,0,20,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,15,65,50,70,0,4,10,39,Strongly disagree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,3,5,2,4,4,2,5,4,5,2,3,Yes,20,9,2,ISCED 3-4,18-24,passed,3,1,2,2,1,2,1,21,27.748873851023216,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Lower,Neutral,Lower,2,2,1,1,,2,2,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694407,12/09/2024 10:55:55,38,Desktop or Laptop,Safari 17.6,Start P,Yes,1,1,1,1,1,No,2,6,20,female,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,40,70,41,50,10,4,50,20,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,3,4,2,5,5,2,4,2,3,4,2,Yes,20,261,3,ISCED 3-4,18-24,passed,1,2,1,1,2,4,3,26,19.374209661299737,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Higher,2,,2,2,2,2,2,2,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694410,12/09/2024 10:56:21,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,No,2,10,26,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,24,77,76,71,2,8,10,39,Neutral,Agree,Agree,Neutral,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,2,4,2,4,5,2,4,4,5,1,2,Yes,26,46,3,ISCED 3-4,25-31,passed,2,2,2,1,2,2,1,19,31.06766808114185,Higher,Neutral,Higher,Neutral,Lower,Lower,Lower,Lower,Lower,Higher,1,,1,,1,1,2,2,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694411,12/09/2024 10:56:29,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,23,male,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly right,Conservative,,63,38,69,13,34,8,50,39,Neutral,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Neutral,3,2,3,3,3,2,3,4,4,4,4,Yes,23,381,5,ISCED 5-8,18-24,passed,1,4,3,3,3,2,2,33,20.401960690090547,Neutral,Neutral,Higher,Higher,Higher,Neutral,Neutral,Lower,Neutral,Lower,,,1,1,1,,,1,,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11694413,12/09/2024 10:57:18,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,26,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely left,Labour,,1,75,47,82,0,8,50,20,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,4,3,3,3,3,4,4,3,3,2,4,Yes,26,8,1,ISCED 5-8,25-31,passed,0,3,3,3,2,3,3,34,35.08275929855005,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Lower,1,1,1,1,2,1,1,1,1,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694415,12/09/2024 10:57:37,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,7,18,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Right,Conservative,,96,0,22,3,86,8,50,39,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Strongly disagree,Neutral,2,4,2,4,4,1,5,5,5,4,3,Yes,18,11,6,ISCED 3-4,18-24,passed,1,2,2,2,1,1,1,21,41.31634059303897,Lower,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Neutral,Higher,1,2,2,1,2,,1,2,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11694416,12/09/2024 10:57:59,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,8,25,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Extremely left,Green,,0,56,5,100,0,8,50,39,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,3,5,1,5,5,3,5,5,5,1,4,Yes,25,265,1,ISCED 5-8,25-31,passed,1,1,1,1,1,1,1,18,39.94195788891676,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Lower,Lower,2,2,2,,1,2,2,2,1,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694418,12/09/2024 10:58:47,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,11,27,male,,Self-employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Extremely right,Reform UK,,45,5,14,23,100,8,50,20,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,4,5,4,5,5,3,5,5,5,4,5,Yes,27,12,7,ISCED 3-4,25-31,passed,0,1,1,1,1,1,1,26,34.00352922859626,Higher,Higher,Higher,Higher,Higher,Neutral,Neutral,Higher,Neutral,Lower,2,2,2,2,2,,,2,,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11694421,12/09/2024 10:59:34,38,Desktop or Laptop,Chrome 127.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,0,25,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Labour,,35,82,59,73,7,4,10,30,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Disagree,3,4,2,4,4,3,4,4,4,3,3,Yes,25,17,2,ISCED 3-4,25-31,passed,2,2,2,2,2,2,2,26,27.205881717011124,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,1,1,1,1,1,1,1,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694422,12/09/2024 10:59:43,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,9,20,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly right,Conservative,,60,30,47,40,0,4,10,39,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,3,5,2,4,4,2,4,4,5,2,2,Yes,20,14,5,ISCED 3-4,18-24,passed,3,1,2,2,2,2,1,21,20.214846029589243,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,,1,1,2,1,2,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
11694426,12/09/2024 11:00:26,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,3,18,male,,At university,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Left,Green,,26,38,49,80,0,4,1,20,Strongly disagree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,1,5,1,5,5,1,5,5,5,1,2,Yes,18,267,2,ISCED 3-4,18-24,passed,1,1,1,1,1,1,1,12,26.34843448859913,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Lower,Lower,2,2,1,,1,2,2,2,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694428,12/09/2024 11:00:31,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,4,22,male,,At university,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Green,,53,68,47,96,7,4,10,10,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,3,4,3,4,4,3,4,5,5,2,2,Yes,22,380,2,ISCED 5-8,18-24,passed,2,2,2,2,2,1,1,23,29.047547228638773,Higher,Lower,Higher,Neutral,Higher,Higher,Lower,Lower,Higher,Higher,1,1,1,,1,1,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694429,12/09/2024 11:00:59,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,8,35,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Slightly left,Liberal Democrat,,12,38,39,30,18,8,50,400,Disagree,Agree,Strongly disagree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,2,4,2,5,4,3,5,3,4,2,2,Yes,35,13,3,ISCED 5-8,Above 32,passed,0,2,1,2,1,3,2,22,10.762899237658969,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Lower,Lower,1,1,2,,1,2,1,1,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694430,12/09/2024 11:00:41,38,Desktop or Laptop,Edge 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,4,22,male,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,20,85,54,47,1,8,10,20,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Disagree,2,4,3,4,4,2,4,5,4,3,3,Yes,22,263,3,ISCED 3-4,18-24,passed,1,2,2,2,2,1,2,24,28.917814578560392,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Neutral,1,1,2,2,1,1,2,2,1,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694436,12/09/2024 11:01:54,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,9,22,male,,Employed,,"Bachelors degree (BA, BSc., BEd., BEng.)",,Left,Plaid Cymru,,0,70,60,90,0,4,10,39,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,3,5,4,5,4,2,5,2,4,3,2,Yes,22,268,2,ISCED 5-8,18-24,passed,3,1,1,2,1,4,2,25,37.20215047547655,Higher,Neutral,Lower,Higher,Higher,Higher,Lower,Lower,Lower,Lower,2,,1,1,2,1,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694437,12/09/2024 11:01:56,38,Desktop or Laptop,Chrome 128.0.0.0,Start M,Yes,1,1,1,1,1,Yes,1,2,30,female,,Employed,,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",,Left,Green,,24,46,37,83,0,8,50,20,Strongly disagree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,1,5,1,5,5,2,5,4,5,1,4,Yes,30,15,2,ISCED 5-8,25-31,passed,0,1,1,1,1,2,1,16,27.313000567495326,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Lower,Neutral,2,2,1,,1,2,2,2,1,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
11694449,12/09/2024 11:03:29,38,Desktop or Laptop,Chrome 128.0.0.0,Start P,Yes,1,1,1,1,1,Yes,1,2,36,female,,Employed,,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",,Slightly left,Labour,,1,68,3,53,9,8,50,20,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,3,4,4,4,4,3,4,5,5,2,4,Yes,36,335,3,ISCED 3-4,Above 32,passed,0,2,2,2,2,1,1,26,28.045677028732968,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Higher,Lower,1,1,2,2,1,1,2,2,1,2,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
